field_id,form_id,form_number,field_category,field_name,normalized_name,data_type,field_type,required,validation_rules,language,context,document_source
MISC_8c31c4_ahri_certificate_num,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,AHRI Certificate Number,ahri_certificate_number,text,Text Input,False,,en,AHRI Certificate Number: Installed Cost $,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_2664cf_application,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,APPLICATION,application,text,Text Input,False,,en,APPLICATION: This application and any required additional,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
CNTR_9d417a_contractor_authoriza,CPF-320-HVAC-INCENTIVE,320C-HVAC,contractor_information,CONTRACTOR AUTHORIZATION,contractor_authorization,text,Text Input,False,,en,CONTRACTOR AUTHORIZATION: The person signing this,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
CUST_d04ef2_customer_authorizati,CPF-320-HVAC-INCENTIVE,320C-HVAC,customer_information,CUSTOMER AUTHORIZATION,customer_authorization,text,Text Input,False,,en,CUSTOMER AUTHORIZATION: The person signing this,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_9f9975_compressor_control_s,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,Compressor control set,compressor_control_set,text,Text Input,False,,en,Compressor control set: ºF Auxiliary heat lockout set: ºF,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-HVAC-INCENTIVE,320C-HVAC,contractor_authorization,Contractor Name and Signature,contractor_signature,signature,Signature,False,signature_required,en,"Form 320C -HVAC v2025.4 250922 ―Page 2 of 8 Upgrade types and incentives subject to change. Do not use this form for work completed after December 31, 2025 . Contractor Name and Signature By s","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-HVAC-INCENTIVE,320C-HVAC,customer_authorization,Customer Name and Signature,customer_signature,signature,Signature,False,signature_required,en,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 6) of this application .  Customer signature","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
TERMS_d6aa6d_disclaimerno_liabili,CPF-320-HVAC-INCENTIVE,320C-HVAC,terms_and_conditions,DISCLAIMER/NO LIABILITY,disclaimerno_liability,text,Text Input,False,,en,"DISCLAIMER/NO LIABILITY: Customer understands that,","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_e59bef_ecm_yes_no_afue,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications,ECM? Yes No AFUE,ecm_yes_no_afue,number,Text Input,False,range:70-100,en,ECM? Yes No AFUE: %,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
TERMS_bcaf16_eligibility,CPF-320-HVAC-INCENTIVE,320C-HVAC,terms_and_conditions,ELIGIBILITY,eligibility,text,Text Input,False,,en,ELIGIBILITY: Incentives are available to eligible Customers,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_bfb515_eligible_products,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,ELIGIBLE PRODUCTS,eligible_products,text,Text Input,False,,en,ELIGIBLE PRODUCTS: Products must meet Energy Trust,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_59dd35_hspf2,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications,HSPF2,hspf2,number,Text Input,False,range:7.0-10.0,en,HSPF2: EER2: SEER 2:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
FIN_06561e_incentive_amount,CPF-320-HVAC-INCENTIVE,320C-HVAC,financial_information,INCENTIVE AMOUNT,incentive_amount,text,Text Input,False,,en,INCENTIVE AMOUNT: Incentive amount cannot exceed total,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_a1b866_information_release,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,INFORMATION RELEASE,information_release,text,Text Input,False,,en,INFORMATION RELEASE: Customer agrees that,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
FIN_8172bf_installed_cost_,CPF-320-HVAC-INCENTIVE,320C-HVAC,financial_information,Installed Cost $,installed_cost_,currency,Text Input,False,positive_number,en,Installed Cost $: Lockout temperature: º F,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_2f9de8_manufacturer,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications,Manufacturer,manufacturer,text,Text Input,False,,en,Manufacturer: Model:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_def154_model_number,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications,Model Name,model_number,text,Text Input,False,,en,Model Name: Model #:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_f6dc2b_no_endorsement,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,NO ENDORSEMENT,no_endorsement,text,Text Input,False,,en,NO ENDORSEMENT: Energy Trust does not endorse any,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_3ac971_other,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,Other,other,text,Text Input,False,,en,Other: Is an AHRI certificate attached to this application?,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
FIN_64b96f_payment,CPF-320-HVAC-INCENTIVE,320C-HVAC,financial_information,PAYMENT,payment,text,Text Input,False,,en,PAYMENT: Incentives will be paid after: (i) completion and/or,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_9407d9_proof_of_purchase,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,PROOF OF PURCHASE,proof_of_purchase,text,Text Input,False,,en,PROOF OF PURCHASE: The invoice documentation,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
TERMS_469f41_property_rights,CPF-320-HVAC-INCENTIVE,320C-HVAC,terms_and_conditions,PROPERTY RIGHTS,property_rights,text,Text Input,False,,en,PROPERTY RIGHTS: Customer represents that Customer has,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_6f1648_qty_of_indoor_units,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,Qty of indoor units,qty_of_indoor_units,number,Text Input,False,,en,Qty of indoor units: Primary Living Space Room Type:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_d8df47_qty_of_outdoor_units,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,Qty of outdoor units,qty_of_outdoor_units,number,Text Input,False,,en,Qty of outdoor units: Total capacity (BTUs): HSPF2:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_ed7e17_safety_and_building_,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,SAFETY AND BUILDING CODES,safety_and_building_codes,percentage,Text Input,False,,en,"SAFETY AND BUILDING CODES: Customer represents that,","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_76b10d_serial_number,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications,Serial #,serial_number,text,Text Input,False,,en,Serial #: Indoor Model:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
TERMS_df5d80_tax_liability,CPF-320-HVAC-INCENTIVE,320C-HVAC,terms_and_conditions,TAX LIABILITY,tax_liability,text,Text Input,False,,en,TAX LIABILITY: Energy Trust is not responsible for any tax,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_708a17_yes_no_other,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,Yes No Other,yes_no_other,text,Text Input,False,,en,Yes No Other: Was there electric auxiliary heat installed? Or no back -up?,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
FIN_d29f2d_yes_instant_incentiv,CPF-320-HVAC-INCENTIVE,320C-HVAC,financial_information,"Yes, instant incentive amount listed on invoice",yes_instant_incentive_amount_listed_on_invoice,currency,Text Input,False,positive_number,en,"Yes, instant incentive amount listed on invoice: $","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
CNTR_4890ae_date,CPF-320-HVAC-INCENTIVE,320C-HVAC,contractor_information,been completed by Contractor as of the signature date above,date,signature,Signature,False,signature_required,en,Contractor identified above to submit this application and all documentation to Energy Trust on Customer’s behalf. Customer represents to Energy Trust that all upgrades have been completed by Contr,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_9205c4_of_its_actionsenergy,CPF-320-HVAC-INCENTIVE,320C-HVAC,other,of its actions.ENERGY INFORMATION RELEASE,of_its_actionsenergy_information_release,text,Text Input,False,,en,of its actions.ENERGY INFORMATION RELEASE : Customer authorizes,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
FIN_b885c2_date,CPF-320-HVAC-INCENTIVE,320C-HVAC,financial_information,the signature date above. Incentives are payable to the,date,signature,Signature,False,signature_required,en,"this applic ation and all documentation are complete and accurate, a nd all associated upgrades were completed as of the signature date above. Incentives are payable to the Customer unless this is","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-HVAC-INCENTIVE,320C-HVAC,contractor_authorization, Contractor signature,contractor_signature,signature,Signature,False,signature_required,en,"Contractor Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 5) of this application.  Contractor signature  Full n ame (please print","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-HVAC-INCENTIVE,320C-HVAC,customer_authorization, Customer signature,customer_signature,signature,Signature,False,signature_required,en,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 6) of this application .  Customer signature  Full n ame (please print and","034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
SPEC_2f9de8_manufacturer,CPF-320-HVAC-INCENTIVE,320C-HVAC,technical_specifications, Manufacturer,manufacturer,text,Text Input,False,,en, Manufacturer:  Model Number:,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf"
MISC_9d5526_acceso_y_evaluación,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,ACCESO Y EVALUACIÓN,acceso_y_evaluación,text,Text Input,False,,es,ACCESO Y EVALUACIÓN: Energy Trust y/o sus representantes,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,contractor_authorization,Contractor Name and Signature,contractor_signature,signature,Signature,False,signature_required,es,"Nombre y firma del contratista Contractor Name and Signature Con su firma, el contratista certifica que esta solicitud y la información adjunta relacionada con la medida están completas y son pr","035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,contractor_authorization,Contractor signature Full name (please print) Date,contractor_signature,signature,Signature,False,signature_required,es,Firma del contratista Nombre completo (en letra de molde) Fecha Contractor signature Full name (please print) Date Empresa del contratist a N.° de O,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,customer_authorization,Customer Name and Signature,customer_signature,signature,Signature,False,signature_required,es,"Nombre y firma del cliente Customer Name and Signature Con su firma, el cliente acepta los términos y condiciones de esta solicitud y autoriza al Contratista identificado abajo a presentar esta","035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,customer_authorization,Customer signature Full name Date,customer_signature,signature,Signature,False,signature_required,es,Firma del cliente Nombre completo (escriba en letra de molde y use el mismo nombre que figura en la factura) Fecha Customer signature Full name Date Correo ele,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_b8ec2f_códigos_de_seguridad,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN,códigos_de_seguridad_y_de_construcción,text,Text Input,False,,es,CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN: El Cliente,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
TERMS_235beb_derechos_de_propieda,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,terms_and_conditions,DERECHOS DE PROPIEDAD,derechos_de_propiedad,text,Text Input,False,,es,DERECHOS DE PROPIEDAD: El cliente declara que tiene derecho a,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
TERMS_7af98d_elegibilidad,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,terms_and_conditions,ELEGIBILIDAD,elegibilidad,text,Text Input,False,,es,ELEGIBILIDAD: Los incentivos están disponibles para clientes que,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_10586e_energético,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,ENERGÉTICO,energético,text,Text Input,False,,es,ENERGÉTICO : El cliente autoriza a Energy Trust y al contratista que,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
TERMS_86b589_exoneración_de_respo,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,terms_and_conditions,EXONERACIÓN DE RESPONSABILIDAD/DESCARGO DE RESPONSABILIDAD,exoneración_de_responsabilidaddescargo_de_responsa,text,Text Input,False,,es,"EXONERACIÓN DE RESPONSABILIDAD/DESCARGO DE RESPONSABILIDAD: El cliente entiende que, aunque","035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_ead872_esta_vivienda_está,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,Esta vivienda está,esta_vivienda_está,text,Text Input,False,,es,"Esta vivienda está: Ocupada por el dueño Alquilada, soy el propietario*","035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
EQUIP_ad33c7_fireplace_fe,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,equipment_information,Fireplace FE,fireplace_fe,percentage,Text Input,False,,es,Fireplace FE: % Fabricante:,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
EQUIP_e36f7a_heat_pump_hspf_2,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,equipment_information,Heat Pump HSPF 2,heat_pump_hspf_2,number,Text Input,False,range:7.0-10.0,es,Heat Pump HSPF 2: EER2: SEER 2:,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_74855b_materiales_en_facsím,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,MATERIALES EN FACSÍMIL O ESCANEADOS,materiales_en_facsímil_o_escaneados,text,Text Input,False,,es,MATERIALES EN FACSÍMIL O ESCANEADOS: LA TRANSMISIÓN,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
FIN_a9bf99_monto_del_incentivo,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,financial_information,MONTO DEL INCENTIVO,monto_del_incentivo,text,Text Input,False,,es,MONTO DEL INCENTIVO: El monto del incentivo no puede ser mayor,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_9170c8_no_constituye_endoso,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,NO CONSTITUYE ENDOSO,no_constituye_endoso,text,Text Input,False,,es,NO CONSTITUYE ENDOSO: Energy Trust no endosa a ningún,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
SPEC_f780bd_no_afue,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,technical_specifications,No AFUE,no_afue,number,Text Input,False,range:70-100,es,No AFUE: % Costo instalado:,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
FIN_ce14bf_pago,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,financial_information,PAGO,pago,text,Text Input,False,,es,PAGO: Los incentivos se pagarán luego de: (i) completar y/o instalar,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_07668e_productos_elegibles,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,PRODUCTOS ELEGIBLES,productos_elegibles,text,Text Input,False,,es,PRODUCTOS ELEGIBLES: Los productos deben cumplir con las,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_4db981_prueba_de_compra,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,PRUEBA DE COMPRA,prueba_de_compra,text,Text Input,False,,es,PRUEBA DE COMPRA: Las facturas que acompañen a esta solicitud,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
TERMS_130528_responsabilidad_impo,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,terms_and_conditions,RESPONSABILIDAD IMPOSITIVA,responsabilidad_impositiva,text,Text Input,False,,es,RESPONSABILIDAD IMPOSITIVA: Energy Trust no es responsable,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_9d8b48_revelación_de_inform,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,REVELACIÓN DE INFORMACIÓN,revelación_de_información,text,Text Input,False,,es,REVELACIÓN DE INFORMACIÓN: El cliente acepta que,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_04cec9_solicitud,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,SOLICITUD,solicitud,text,Text Input,False,,es,SOLICITUD: Esta solicitud y toda la documentación adicional,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
UTIL_344e15_servicio_de_gas,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,utility_information,Servicio de gas,servicio_de_gas,text,Text Input,False,,es,Servicio de gas: NW Natural Cascade Natural Gas Avista Otro,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_a52d1e_verificación_de_cali,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,VERIFICACIÓN DE CALIDAD DE MANO DE OBRA,verificación_de_calidad_de_mano_de_obra,text,Text Input,False,,es,VERIFICACIÓN DE CALIDAD DE MANO DE OBRA: Antes de pagar,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_f12849_son,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,son,son,text,Text Input,False,,es,son: (i) Clientes de servicios de electricidad para viviendas de Oregón,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
MISC_8d6976_en_qué_tipo_de_ambie,CPF-320-HVAC-INCENTIVE-ES,320C-HVAC-ES,other,¿En qué tipo de ambiente se instaló la unidad principal de calefacción? (ejemplos,en_qué_tipo_de_ambiente_se_instaló_la_unidad_princ,text,Text Input,False,,es,¿En qué tipo de ambiente se instaló la unidad principal de calefacción? (ejemplos: sala de estar ):,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf"
PROC_740696_review,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,process_instructions,1. Review,review,text,Text Input,False,,en,"1. Review: Customer and Contractor review customer,","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
CUST_c23573_customer_completes,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,customer_information,2. Customer completes,customer_completes,text,Text Input,False,,en,2. Customer completes: Customer Information and,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
CNTR_656663_contractor_completes,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,contractor_information,3. Contractor completes,contractor_completes,text,Text Input,False,,en,3. Contractor completes: Equipment Information and,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
PROC_fc02aa_sign,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,process_instructions,4. Sign,sign,text,Text Input,False,,en,4. Sign: Customer and Contractor sign form.,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
PROC_a4f3fc_submit,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,process_instructions,5. Submit,submit,text,Text Input,False,,en,5. Submit: application and documentation to,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_2664cf_application,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,APPLICATION,application,text,Text Input,False,,en,APPLICATION: This application and any required additional,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,contractor_authorization,Contractor Name and Signature,contractor_signature,signature,Signature,False,signature_required,en,"Form 320C -WH v2025.5 250922 ―Page 2 of 4 Upgrade types and incentives subject to change. Do not use this form for work completed after December 31, 2025 . Contractor Name and Signature By sig","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,customer_authorization,Customer Name and Signature,customer_signature,signature,Signature,False,signature_required,en,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
TERMS_d6aa6d_disclaimerno_liabili,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,terms_and_conditions,DISCLAIMER/NO LIABILITY,disclaimerno_liability,text,Text Input,False,,en,"DISCLAIMER/NO LIABILITY: Customer understands that,","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
TERMS_bcaf16_eligibility,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,terms_and_conditions,ELIGIBILITY,eligibility,text,Text Input,False,,en,ELIGIBILITY: Incentives are available to eligible Customers who are:,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_bea144_energy_information_r,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,ENERGY INFORMATION RELEASE,energy_information_release,text,Text Input,False,,en,ENERGY INFORMATION RELEASE : Customer authorizes,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
FIN_06561e_incentive_amount,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,financial_information,INCENTIVE AMOUNT,incentive_amount,text,Text Input,False,,en,INCENTIVE AMOUNT: Incentive amount cannot exceed total cost of,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_4139aa_internal_revenue_cod,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,Internal Revenue Code. SAFETY AND BUILDING CODES,internal_revenue_code_safety_and_building_codes,percentage,Text Input,False,,en,"Internal Revenue Code. SAFETY AND BUILDING CODES: Customer represents that, with","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
FIN_64b96f_payment,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,financial_information,PAYMENT,payment,text,Text Input,False,,en,"PAYMENT: Subject to funding availability, incentives will be paid","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_9407d9_proof_of_purchase,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,PROOF OF PURCHASE,proof_of_purchase,text,Text Input,False,,en,PROOF OF PURCHASE: The invoice documentation accompanying,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
TERMS_469f41_property_rights,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,terms_and_conditions,PROPERTY RIGHTS,property_rights,text,Text Input,False,,en,PROPERTY RIGHTS: Customer represents that Customer has the,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_9404a2_work_quality_verific,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,WORK QUALITY VERIFICATION,work_quality_verification,text,Text Input,False,,en,WORK QUALITY VERIFICATION: Prior to any payment of,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
FIN_d29f2d_yes_instant_incentiv,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,financial_information,"Yes, instant incentive amount listed on invoice",yes_instant_incentive_amount_listed_on_invoice,currency,Text Input,False,positive_number,en,"Yes, instant incentive amount listed on invoice: $","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_88b734_after,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,after,after,text,Text Input,False,,en,after: (i) completion and/or installation of the energy -saving,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
MISC_611cfb__oregon_only,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,other,• Oregon only,_oregon_only,text,Text Input,False,,en,• Oregon only: Unit must replace an existing gas storage tank water heater,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,contractor_authorization, Contractor signature,contractor_signature,signature,Signature,False,signature_required,en,"Contractor Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 5 ) of this application.  Contractor signature  Full n ame (please print","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
AUTH_CUST_a0f68a_customer_signature,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,customer_authorization, Customer signature,customer_signature,signature,Signature,False,signature_required,en,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature  Full n ame (please print and","036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
SPEC_2f9de8_manufacturer,CPF-320-WATER-HEATING-INCENTIVE,320C-WH,technical_specifications, Manufacturer,manufacturer,text,Text Input,False,,en, Manufacturer:  Model:,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf"
AUTH_CNTR_a54f56_contractor_signature,CPF-320-WATER-HEATING-INCENTIVE-ES,320C-WH-ES,contractor_authorization,Contractor Name and Signature,contractor_signature,signature,Signature,False,signature_required,es,"Nombre y firma del contratista Contractor Name and Signature Con su firma, el contratista certifica que esta solicitud y la información adjunta relacionada con la medida están completas y son p","037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf"
