form_number,document,field_name,field_type,required,context
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",SOLICITUD,Text Input,False,SOLICITUD: Esta solicitud y toda la documentación adicional
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Servicio de gas,Text Input,False,Servicio de gas: NW Natural Cascade Natural Gas Avista Otro
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",VERIFICACIÓN DE CALIDAD DE MANO DE OBRA,Text Input,False,VERIFICACIÓN DE CALIDAD DE MANO DE OBRA: Antes de pagar
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",son,Text Input,False,son: (i) Clientes de servicios de electricidad para viviendas de Oregón
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",¿En qué tipo de ambiente se instaló la unidad principal de calefacción? (ejemplos,Text Input,False,¿En qué tipo de ambiente se instaló la unidad principal de calefacción? (ejemplos: sala de estar ):
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",1. Review,Text Input,False,"1. Review: Customer and Contractor review customer,"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",2. Customer completes,Text Input,False,2. Customer completes: Customer Information and
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",3. Contractor completes,Text Input,False,3. Contractor completes: Equipment Information and
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",4. Sign,Text Input,False,4. Sign: Customer and Contractor sign form.
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",5. Submit,Text Input,False,5. Submit: application and documentation to
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",APPLICATION,Text Input,False,APPLICATION: This application and any required additional
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",Contractor Name and Signature,Signature,False,"Form 320C -WH v2025.5 250922 ―Page 2 of 4 Upgrade types and incentives subject to change. Do not use this form for work completed after December 31, 2025 . Contractor Name and Signature By sig"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",Customer Name and Signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",DISCLAIMER/NO LIABILITY,Text Input,False,"DISCLAIMER/NO LIABILITY: Customer understands that,"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",ELIGIBILITY,Text Input,False,ELIGIBILITY: Incentives are available to eligible Customers who are:
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",ENERGY INFORMATION RELEASE,Text Input,False,ENERGY INFORMATION RELEASE : Customer authorizes
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",INCENTIVE AMOUNT,Text Input,False,INCENTIVE AMOUNT: Incentive amount cannot exceed total cost of
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",Internal Revenue Code. SAFETY AND BUILDING CODES,Text Input,False,"Internal Revenue Code. SAFETY AND BUILDING CODES: Customer represents that, with"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",PAYMENT,Text Input,False,"PAYMENT: Subject to funding availability, incentives will be paid"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",PROOF OF PURCHASE,Text Input,False,PROOF OF PURCHASE: The invoice documentation accompanying
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has the
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",WORK QUALITY VERIFICATION,Text Input,False,WORK QUALITY VERIFICATION: Prior to any payment of
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf","Yes, instant incentive amount listed on invoice",Text Input,False,"Yes, instant incentive amount listed on invoice: $"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",after,Text Input,False,after: (i) completion and/or installation of the energy -saving
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf",• Oregon only,Text Input,False,• Oregon only: Unit must replace an existing gas storage tank water heater
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf", Contractor signature,Signature,False,"Contractor Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 5 ) of this application.  Contractor signature  Full n ame (please print"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf", Customer signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature  Full n ame (please print and"
320C-WH,"036_Water Heating, Contractor Installed–Form 320C-WH (PDF).pdf", Manufacturer,Text Input,False, Manufacturer:  Model:
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Contractor Name and Signature,Signature,False,"Nombre y firma del contratista Contractor Name and Signature Con su firma, el contratista certifica que esta solicitud y la información adjunta relacionada con la medida están completas y son p"
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Contractor signature Full name (please print) Date,Signature,False,Firma del contratista Nombre completo (en letra de molde) Fecha Contractor signature Full name (please print) Date Empresa del contratist a N.° de O
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Customer Name and Signature,Signature,False,"No use este formulario para obras terminadas después del 31 de diciembre de 2023 . Nombre y firma del cliente Customer Name and Signature Con su firma, el cliente acepta los términos y condicion"
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Customer signature Full name Date,Signature,False,Firma del cliente Nombre completo (escriba en letra de molde y use el mismo nombre que figura en la factura) Fecha Customer signature Full name Date Correo ele
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN,Text Input,False,CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN: El cliente
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",DERECHOS DE PROPIEDAD,Text Input,False,DERECHOS DE PROPIEDAD: El cliente declara que tiene derecho a
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: Los incentivos están disponibles para clientes que
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Electricidad,Text Input,False,Electricidad: PGE Pacific Power Otro
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Esta vivienda está,Text Input,False,"Esta vivienda está: Ocupada por el dueño Alquilad a, soy el propietario*"
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",MONTO DEL INCENTIVO,Text Input,False,MONTO DEL INCENTIVO: El monto del incentivo no puede ser mayor
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",PAGO,Text Input,False,PAGO: Los incentivos se pagarán luego de: (i) completar y/o instalar
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",PRODUCTOS ELEGIBLES,Text Input,False,PRODUCTOS ELEGIBLES: Los productos deben cumplir con las
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",PRUEBA DE COMPRA,Text Input,False,PRUEBA DE COMPRA: Las facturas que acompañen a esta solicitud
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",REVELACIÓN DE INFORMACIÓN,Text Input,False,REVELACIÓN DE INFORMACIÓN: El cliente acepta que Energy
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",SOLICITUD,Text Input,False,SOLICITUD: Esta solicitud y toda la documentación adicional
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",Servicio de gas,Text Input,False,Servicio de gas: NW Natural Cascade Natural Gas Avista Otro
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",VERIFICACIÓN DE CALIDAD DE MANO DE OBRA,Text Input,False,VERIFICACIÓN DE CALIDAD DE MANO DE OBRA: Antes de pagar
320C-WH-ES,"037_Incentivos de calentamiento de agua de vivienda, instalado por contratista–Formulario 320C-WH-ES (PDF).pdf",son,Text Input,False,son: (i) Clientes de servicios de electricidad para viviendas de Oregón
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",1. Review,Text Input,False,"1. Review: Customer and Contractor review customer,"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",2. Customer completes,Text Input,False,2. Customer completes: Customer Information and
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",3. Contractor completes,Text Input,False,3. Contractor completes: Equipment Information and
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",4. Sign,Text Input,False,4. Sign: Customer and Contractor sign form.
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",5. Submit,Text Input,False,5. Submit: application and documentation to
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",ACCESS AND EVALUATION,Text Input,False,ACCESS AND EVALUATION: Energy Trust and/or its
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",APPLICATION,Text Input,False,APPLICATION: This application and any required additional
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",CONTRACTOR AUTHORIZATION,Text Input,False,CONTRACTOR AUTHORIZATION: The person signing this
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",CUSTOMER AUTHORIZATION,Text Input,False,CUSTOMER AUTHORIZATION: The person signing this
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",Contractor Name and Signature,Signature,False,"Form 320C -WX v2025.3 250922 ―Page 2 of 5 Upgrade types and incentives subject to change. Do not use this form for work completed after December 31, 2025 . Contractor Name and Signature By sig"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",Customer Name and Signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",ELIGIBLE PRODUCTS,Text Input,False,ELIGIBLE PRODUCTS: Products must meet Energy Trust
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",ENERGY INFORMATION RELEASE,Text Input,False,ENERGY INFORMATION RELEASE : Customer authorizes
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",INCENTIVE AMOUNT,Text Input,False,INCENTIVE AMOUNT: Incentive amount cannot exceed total
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",NO ENDORSEMENT,Text Input,False,NO ENDORSEMENT: Energy Trust does not endorse any
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",PAYMENT,Text Input,False,PAYMENT: Incentives will be paid after: (i) completion and/or
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",PROOF OF PURCHASE,Text Input,False,PROOF OF PURCHASE: The invoice documentation
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",SAFETY AND BUILDING CODES,Text Input,False,"SAFETY AND BUILDING CODES: Customer represents that,"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",TAX LIABILITY,Text Input,False,TAX LIABILITY: Energy Trust is not responsible for any tax
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",WORK QUALITY VERIFICATION,Text Input,False,WORK QUALITY VERIFICATION: Prior to any payment of
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf","Yes, instant incentive amount listed on invoice",Text Input,False,"Yes, instant incentive amount listed on invoice: $"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",in this application. DISCLAIMER/NO LIABILITY,Text Input,False,"in this application. DISCLAIMER/NO LIABILITY: Customer understands that,"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf",the documentation accompanying this application,Text Input,False,the documentation accompanying this application: (i) all
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf", Contractor signature,Signature,False,"Contractor Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Contractor signature  Full n ame (please print"
320C-WX,"038_Weatherization, Contractor Installed_ Form 320C-WX (PDF).pdf", Customer signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 3) of this application.  Customer signature  Full n ame (please print and"
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Contractor Name and Signature,Signature,False,"Customer email address (application status updates are sent via email) Nombre y firma del contratista Contractor Name and Signature Con su firma, el contratista certifica que esta solicitud y l"
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Contractor signature Full name (please print) Date,Signature,False,Firma del contratista Nombre completo (en letra de molde) Fecha Contractor signature Full name (please print) Date Empresa del contratist a N.° de O
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Customer Name and Signature,Signature,False,"No use este formulario para obras terminadas después del 31 de diciembre de 2023 . Nombre y firma del cliente Customer Name and Signature Con su firma, el cliente acepta los términos y condicion"
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Customer signature Full name Date,Signature,False,Firma del cliente Nombre completo (escriba en letra de molde y use el mismo nombre que figura en la factura) Fecha Customer signature Full name Date Correo ele
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN,Text Input,False,CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN: El Cliente
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",DERECHOS DE PROPIEDAD,Text Input,False,DERECHOS DE PROPIEDAD: El cliente declara que tiene derecho a
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: Los incentivos están disponibles para clientes que
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Esta vivienda está,Text Input,False,"Esta vivienda está: Ocupada por el dueño Alquilada, soy el propietario*"
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",MONTO DEL INCENTIVO,Text Input,False,MONTO DEL INCENTIVO: El monto del incentivo no puede ser mayor
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",PAGO,Text Input,False,PAGO: Los incentivos se pagarán luego de: (i) completar y/o instalar
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",PRODUCTOS ELEGIBLES,Text Input,False,PRODUCTOS ELEGIBLES: Los productos deben cumplir con las
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",PRUEBA DE COMPRA,Text Input,False,PRUEBA DE COMPRA: Las facturas que acompañen a esta solicitud
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",REVELACIÓN DE INFORMACIÓN,Text Input,False,REVELACIÓN DE INFORMACIÓN: El cliente acepta que Energy
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",SOLICITUD,Text Input,False,SOLICITUD: Esta solicitud y toda la documentación adicional
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",Servicio de gas,Text Input,False,Servicio de gas: NW Natural Cascade Natural Gas Avista Otro
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",VERIFICACIÓN DE CALIDAD DE MANO DE OBRA,Text Input,False,VERIFICACIÓN DE CALIDAD DE MANO DE OBRA: Antes de pagar
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",identifica en la documentación que acompaña a esta solicitud,Text Input,False,identifica en la documentación que acompaña a esta solicitud: (i) todos
320C-WX-ES,"039_Incentivos de impermeabilización de viviendas,  instalación por contratista–Formulario 320C-WX-ES (PDF).pdf",son,Text Input,False,son: (i) Clientes de servicios de electricidad para viviendas de Oregón
320CPF,014_HES_FM0320CPF_ES.pdf,ACCESO Y EVALUACIÓN,Text Input,False,ACCESO Y EVALUACIÓN: Energy Trust y/o sus representantes
320CPF,013_HES_FM0320CPF.pdf,ACCESS AND EVALUATION,Text Input,False,ACCESS AND EVALUATION: Energy Trust and/or its
320CPF,013_HES_FM0320CPF.pdf,AHRI Certificate Number,Text Input,False,AHRI Certificate Number: Installed Cost $:
320CPF,013_HES_FM0320CPF.pdf,APPLICATION,Text Input,False,APPLICATION: This application and any required additional
320CPF,014_HES_FM0320CPF_ES.pdf,AUTORIZACIÓN,Text Input,False,"AUTORIZACIÓN: Esta autorización se debe llenar por completo,"
320CPF,013_HES_FM0320CPF.pdf,CUSTOMER,Text Input,False,CUSTOMER: The person signing this form is signing on behalf of
320CPF,013_HES_FM0320CPF.pdf,CUSTOMER NOTIFICATION,Text Input,False,CUSTOMER NOTIFICATION: Participating Organization will
320CPF,013_HES_FM0320CPF.pdf,Contractor Name and Signature,Signature,False,"Participating Organization company name Install date Contractor Name and Signature By signing below, Contractor certifies that this application and all accompanying documentation is complet"
320CPF,013_HES_FM0320CPF.pdf,Contractor after,Text Input,False,Contractor after: (i) completion and or installation of the energy
320CPF,013_HES_FM0320CPF.pdf,Contractor signature Full name (please print) Date,Signature,False,must comply with the Residential Specifications Manual and all other Energy Trust program requirements. Contractor signature Full name (please print) Date
320CPF,013_HES_FM0320CPF.pdf,Contractor signatures,Signature,False,• Customer signature • Participating Organization or Contractor signatures • Invoices billing the customer for purchase and installation marked
320CPF,013_HES_FM0320CPF.pdf,Customer Name and Signature,Signature,False,upgrades that meet Energy Trust requirements to the Participating Organization or Contractor named below. Energy Trust may deny funding for any energy upgrades that do not meet Energy Trust requir
320CPF,013_HES_FM0320CPF.pdf,Customer signature Full name (please print and use same name as on invoice) Date,Signature,False,for all Energy Trust funding that is available for the energy -saving upgrades indicated on this application . Customer signature Full name (please print and use same name as on in
320CPF,013_HES_FM0320CPF.pdf,DISCLAIMER / NO LIABILITY,Text Input,False,"DISCLAIMER / NO LIABILITY: Customer understands that,"
320CPF,013_HES_FM0320CPF.pdf,ECM? Yes No AFUE,Text Input,False,ECM? Yes No AFUE: % Installed Cost: $
320CPF,014_HES_FM0320CPF_ES.pdf,ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: Los fondos están disponibles para los clientes
320CPF,013_HES_FM0320CPF.pdf,ELIGIBILITY,Text Input,False,ELIGIBILITY: Funding is available to detached single-family
320CPF,013_HES_FM0320CPF.pdf,ENERGY INFORMATION RELEASE,Text Input,False,ENERGY INFORMATION RELEASE : Customer authorizes
320CPF,014_HES_FM0320CPF_ES.pdf,EXENCIÓN DE RESPONSABILIDAD,Text Input,False,EXENCIÓN DE RESPONSABILIDAD: El cliente entiende que
320CPF,013_HES_FM0320CPF.pdf,Electric utility,Text Input,False,Electric utility: PGE Pacific Power Other
320CPF,013_HES_FM0320CPF.pdf,FUNDING AMOUNT,Text Input,False,FUNDING AMOUNT: Funding amount cannot exceed total cost
320CPF,013_HES_FM0320CPF.pdf,Gas utility,Text Input,False,Gas utility: NW Natural Cascade Natural Gas Avista Other
320CPF,013_HES_FM0320CPF.pdf,HSPF2,Text Input,False,HSPF2: EER2: SEER2:
320CPF,013_HES_FM0320CPF.pdf,INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that Energy Trust
320CPF,013_HES_FM0320CPF.pdf,Instructions for Signatures,Signature,False,PCEF: ODOE: OHCS: Other: No additional funding Instructions for Signatures Customer Customer is required to sign this form. Participating
320CPF,013_HES_FM0320CPF.pdf,Lockout temperature,Text Input,False,Lockout temperature: º F Installed Cost $
320CPF,014_HES_FM0320CPF_ES.pdf,MONTO DE LOS FONDOS,Text Input,False,MONTO DE LOS FONDOS: El monto de los fondos no puede ser
320CPF,013_HES_FM0320CPF.pdf,Manufacturer,Text Input,False,Manufacturer: Model Number: Serial #:
320CPF,013_HES_FM0320CPF.pdf,Model Name,Text Input,False,Model Name: Model #:
320CPF,014_HES_FM0320CPF_ES.pdf,NOTIFICACIÓN A CLIENTES,Text Input,False,NOTIFICACIÓN A CLIENTES : La organización participante
320CPF,014_HES_FM0320CPF_ES.pdf,Organización participante,Text Input,False,Organización participante: Financiación de socios comunitarios
320CPF,014_HES_FM0320CPF_ES.pdf,Organización participante después de,Text Input,False,Organización participante después de: (i) completar y/o instalar
320CPF,013_HES_FM0320CPF.pdf,PAYMENT,Text Input,False,"PAYMENT : Subject to funding availability, funding for eligible"
320CPF,013_HES_FM0320CPF.pdf,PCEF,Text Input,False,PCEF: ODOE: OHCS: Other: No additional funding
320CPF,013_HES_FM0320CPF.pdf,Participating Organization,Text Input,False,Participating Organization: Community Partner Funding
320CPF,013_HES_FM0320CPF.pdf,Participating Organization Name and Signature,Signature,False,"Customer signature Full name (please print and use same name as on invoice) Date Participating Organization Name and Signature By signing below, Participating Organization certifies that this"
320CPF,013_HES_FM0320CPF.pdf,Participating Organization signature Full name (please print) Date,Signature,False,"incentives, all work must comply with the Residential Specifications Manual and all other Energy Trust program requirements. Participating Organization signature Full name (pleas"
320CPF,013_HES_FM0320CPF.pdf,Project Completed by,Text Input,False,Project Completed by : Referral Received from :
320CPF,013_HES_FM0320CPF.pdf,Qty of indoor units,Text Input,False,Qty of indoor units: Primary Living Space Room Type:
320CPF,013_HES_FM0320CPF.pdf,Qty of outdoor units,Text Input,False,Qty of outdoor units: Total capacity (BTUs): HSPF2:
320CPF,014_HES_FM0320CPF_ES.pdf,RESPONSABILIDAD FISCAL,Text Input,False,RESPONSABILIDAD FISCAL: Energy Trust no es responsable
320CPF,013_HES_FM0320CPF.pdf,Referral Section,Text Input,False,Referral Section: Indicate project -completing organization and referring organization .
320CPF,013_HES_FM0320CPF.pdf,Serial number,Text Input,False,Serial number: UEF: Installed cost:
320CPF,013_HES_FM0320CPF.pdf,TAX LIABILITY,Text Input,False,TAX LIABILITY: Energy Trust is not responsible for any tax
320CPF,013_HES_FM0320CPF.pdf,Value,Text Input,False,Value: Attach copies of the NFRC stickers for all windows installed OR
320CPF,013_HES_FM0320CPF.pdf,WORK QUALITY VERIFICATION,Text Input,False,"WORK QUALITY VERIFICATION: Prior to any funding payment,"
320CPF,013_HES_FM0320CPF.pdf,amount,Text Input,False,amount : $
320CPF,001_Program Information sheet_ PI0320CPF.pdf,available to residences serviced by PGE or Pacific Power. Indoor Configuration,Text Input,False,available to residences serviced by PGE or Pacific Power. Indoor Configuration: Eligible systems
320CPF,014_HES_FM0320CPF_ES.pdf,exclusivo de Energy Trust . CLIENTE,Text Input,False,exclusivo de Energy Trust . CLIENTE: La persona que firma este formulario es el cliente. Con
320CPF,014_HES_FM0320CPF_ES.pdf,multifamiliares (solo en WA) que son,Text Input,False,multifamiliares (solo en WA) que son: (i) habitantes de Oregón y
320CPF,013_HES_FM0320CPF.pdf,proof of size,Text Input,False,proof of size: Attach an itemized invoice showing window dimensions and U -
320CPF,014_HES_FM0320CPF_ES.pdf,signatures,Signature,False,•Customer signature •Participating Organization or Contractor signatures •Invoices billing the customer for purchas e and i
320CPF,013_HES_FM0320CPF.pdf,• Customer signature,Signature,False,"2 Complete application information, including: • Customer signature • Participating Organization or Contractor signatures"
320CPF,014_HES_FM0320CPF_ES.pdf,•Customer signature,Signature,False,"ifying residence. 2 Complete application information, including: •Customer signature •Participating Organization or Contractor signatures"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",APPLICATION,Text Input,False,APPLICATION: This application and any req uired additional
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Customer Name and Signature,Signature,False,"this as an Instant Incentive project? Yes, instant incentiv e amount listed on invoice: $ Customer Name and Signature By signing below, Customer agrees to the terms and conditions of this applicat"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Customer signature Full name (please print and use same name as on invoice) Date,Signature,False,"property . If this is an Energy Trust instant incentive project, Customer understands and agrees that Energy Trust will issue incentive check for incentives that meet Energy Trust requirements"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",DISCLAIMER/NO LIABILITY,Text Input,False,"DISCLAIMER/NO LIABILITY: Customer understands that,"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Ductwork Duct material,Text Input,False,Ductwork Duct material: S heet Metal Duct insulation
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",ELIGIBILITY,Text Input,False,ELIGIBILITY: Incentives listed on Form 320ECHP are available
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",ENERGY INFORMATION RELEASE,Text Input,False,ENERGY INFORMATION RELEASE : Customer authorizes
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Electric utility *,Text Input,False,Electric utility *: PGE Pacific Power
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Gas utility,Text Input,False,Gas utility: NW Natural Cascade Natural Gas Avista Other
