form_number,document,field_name,field_type,required,context
Unknown,005_2025 Specifications manual (PDF).pdf,23AT—ATTIC INSULATION,Text Input,False,23AT—ATTIC INSULATION: INSTALLATION
Unknown,005_2025 Specifications manual (PDF).pdf,27MA—MANUFACTURED HOMES,Text Input,False,27MA—MANUFACTURED HOMES: GENERAL
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,3. Project Installation,Text Input,False,3. Project Installation: The r eferred contractor will complete the work and ensure
Unknown,005_2025 Specifications manual (PDF).pdf,36UN—UNDERFLOOR INSULATION,Text Input,False,36UN—UNDERFLOOR INSULATION: OVERVIEW
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,37UN—AISLAMIENTO DEL SUELO,Text Input,False,37UN—AISLAMIENTO DEL SUELO: VISIÓN GENERAL
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,4. Incentive Process,Text Input,False,"4. Incentive Process: To simpl ify and encourage customer participation , either the CP or"
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,5. Project Documentation,Text Input,False,5. Project Documentation: CP or sub- contractor submits three documents for each
Unknown,005_2025 Specifications manual (PDF).pdf,56PART 2,Text Input,False,56PART 2: MECHANICAL SYSTEMS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,58PARTE 2,Text Input,False,58PARTE 2: SISTEMAS MECÁNICOS
Unknown,005_2025 Specifications manual (PDF).pdf,60ILLUSTRATION DP 1.1A,Text Input,False,60ILLUSTRATION DP 1.1A: DHP-APPROVED LOCATION EXAMPLE AND MANUFACTURER
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,62ILUSTRACIÓN DP 1.1A,Text Input,False,62ILUSTRACIÓN DP 1.1A: UBICACIÓN APROBADA PARA BOMBA DE CALEFACCIÓN SIN DUCTOS
Unknown,005_2025 Specifications manual (PDF).pdf,74APPENDIX A,Text Input,False,74APPENDIX A: WEIGHTED ATTIC R-VALUE TABLES
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,76APÉNDICE A,Text Input,False,76APÉNDICE A: TABLAS DE PROMEDIO DE VALOR-R DEL ÁTICO
Unknown,005_2025 Specifications manual (PDF).pdf,78APPENDIX B,Text Input,False,78APPENDIX B: QUICK REFERENCE GUIDE
Unknown,005_2025 Specifications manual (PDF).pdf,80APPENDIX C,Text Input,False,80APPENDIX C: GLOSSARY
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,80APÉNDICE B,Text Input,False,80APÉNDICE B: GUÍA DE REFERENCIA RÁPIDA
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,82APÉNDICE C,Text Input,False,82APÉNDICE C: GLOSARIO
Unknown,005_2025 Specifications manual (PDF).pdf,84APPENDIX D,Text Input,False,84APPENDIX D: BEST PRACTICE GUIDELINES
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,87APÉNDICE D,Text Input,False,87APÉNDICE D: DIRECTRICES DE MEJORES PRÁCTICAS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,90Regla general,Text Input,False,90Regla general: la mitad del tamaño de la abertura = NFA
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,91MEJORES PRÁCTICAS,Text Input,False,91MEJORES PRÁCTICAS: HORNOS DE CALEFACCIÓN DE GAS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,APÉNDICE A,Text Input,False,APÉNDICE A: TABLAS DE PROMEDIO DE VALOR-R DEL ÁTICO .................................. 76
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,APÉNDICE D,Text Input,False,APÉNDICE D: DIRECTRICES DE MEJORES PRÁCTICAS ............................................... 87
Unknown,005_2025 Specifications manual (PDF).pdf,AT—ATTIC INSULATION,Text Input,False,AT—ATTIC INSULATION: OVERVIEW
Unknown,005_2025 Specifications manual (PDF).pdf,BEST PRACTICE,Text Input,False,BEST PRACTICE: AIR SEALING
Unknown,008_CPF_Onboarding_Checklist.pdf,BPI Building Science Principles Certification,Checkbox,False,☐ BPI Building Science Principles Certification
Unknown,005_2025 Specifications manual (PDF).pdf,Band joist,Text Input,False,Band joist: ¨ Between floors ¨ Penetrations
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Onboarding Presentation,Checkbox,False,☐ CPF Onboarding Presentation
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Overview Document,Checkbox,False,collaboration opportunities ☐ CPF Overview Document
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Overview Document (for contractors),Checkbox,False,energy upgrades and requesting incentives ☐ CPF Overview Document (for contractors)
Unknown,007_CPF-Onboarding-PPT.pdf,Contractor Invoice Preparation,Text Input,False,Contractor Invoice Preparation: Scenario 1
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Donde N es un factor de correlación,Text Input,False,Donde N es un factor de correlación: N = C x H x S
Unknown,008_CPF_Onboarding_Checklist.pdf,Earth Advantage Online Training,Checkbox,False,☐ Earth Advantage Online Training
Unknown,007_2025 Quality Management Policy (PDF).pdf,Efficient work,Text Input,False,Efficient work: Work that ensures a customer’s investment will yield an expected return.
Unknown,008_CPF_Onboarding_Checklist.pdf,Enrolled Community Partner Organization Completes Energy Upgrade Installs,Checkbox,False,N/A ☐ Enrolled Community Partner Organization Completes Energy Upgrade Installs
Unknown,008_CPF_Onboarding_Checklist.pdf,Enrolled Community Partner Organization Completes Home Energy Assessments,Checkbox,False,N/A ☐ Enrolled Community Partner Organization Completes Home Energy Assessments
Unknown,007_CPF-Onboarding-PPT.pdf,Example,Text Input,False,Example: Co -hosted webinar or
Unknown,005_2025 Specifications manual (PDF).pdf,Exterior walls,Text Input,False,Exterior walls: ¨ Penetrations ¨ Baseboards ¨ Sill plates
Unknown,005_2025 Specifications manual (PDF).pdf,Fiberglass loose fill 2.3 Colors,Text Input,False,Fiberglass loose fill 2.3 Colors: pink/white/yellow
Unknown,005_2025 Specifications manual (PDF).pdf,For example,Text Input,False,"For example: 14.5"" x 3"" vent with a 1/8 "" mesh = 0.24 sq. ft. NFA"
Unknown,007_CPF-Onboarding-PPT.pdf,FormOptional,Text Input,False,FormOptional: DHP
Unknown,008_CPF_Onboarding_Checklist.pdf,HEA Training Presentation (as needed),Checkbox,False,☐ HEA Training Presentation (as needed)
Unknown,007_CPF-Onboarding-PPT.pdf,HEAs,Text Input,False,HEAs: Required Paperwork Overview
Unknown,007_CPF-Onboarding-PPT.pdf,Homes must be serviced by,Text Input,False,"Homes must be serviced by: Pacific Power, PGE, Cascade"
Unknown,005_2025 Specifications manual (PDF).pdf,ILLUSTRATION DP 1.1B,Text Input,False,ILLUSTRATION DP 1.1B: DHP-APPROVED LOCATION IN A MULTI-STORY HOME
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,ILUSTRACIÓN DP 1.1B,Text Input,False,ILUSTRACIÓN DP 1.1B: EJEMPLO DE UBICACIÓN APROBADA PARA BOMBA DE CALOR
Unknown,008_CPF_Onboarding_Checklist.pdf,Intended Audience,Text Input,False,Intended Audience: Organizations enrolling in Community Partner Funding
Unknown,005_2025 Specifications manual (PDF).pdf,Knee walls,Text Input,False,Knee walls: ¨ Joist cavities ¨ Built-ins ¨ Access doors/hatches
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,MA—CASAS PREFABRICADAS,Text Input,False,MA—CASAS PREFABRICADAS: ESPECIFICACIONES GENERALES ............................. 27
Unknown,005_2025 Specifications manual (PDF).pdf,MA—MANUFACTURED HOMES,Text Input,False,MA—MANUFACTURED HOMES: COMBUSTION SAFETY PROTOCOLS .................................. 32
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,MEJORES PRÁCTICAS,Text Input,False,MEJORES PRÁCTICAS: SELLADO DEL AIRE
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Muretes,Text Input,False,Muretes: ¨ Cavidades de viguetas ¨ Empotrados ¨ Puertas de acceso/ escotillas
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Nombre,Text Input,False,Nombre: Firma: Fecha:
Unknown,008_CPF_Onboarding_Checklist.pdf,Onboarding ☐ 300 CPF,Text Input,False,Onboarding ☐ 300 CPF: Customer Authorization
Unknown,008_CPF_Onboarding_Checklist.pdf,Organization Completes Program Enrollment,Checkbox,False,N/A ☐ Organization Completes Program Enrollment
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,PARTE 1,Text Input,False,PARTE 1: MEJORAS DE EFICIENCIA ENERGÉTICA .............................................. 14
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Paredes exteriores,Text Input,False,Paredes exteriores: ¨ Penetraciones ¨ Zócalos ¨ Placas de umbral
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 1,Text Input,False,Paso 1: Visita [organizationwebsite.com] o llama al [###.###.####] para ver
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 2,Text Input,False,Paso 2: Un asesor de energía del hogar de [Participating Organization] visitará tu
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 3,Text Input,False,Paso 3: [Participating Organization] puede conectarte con contratistas confiables
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 4,Text Input,False,Paso 4: [Participating Organization] obtendrá acceso a los descuentos de
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Por ejemplo,Text Input,False,"Por ejemplo: 14.5"" x 3"" respiradero con malla de 1/8"" = 0.24 pies cuadrados de NFA"
Unknown,005_2025 Specifications manual (PDF).pdf,Print Name,Text Input,False,Print Name: Signature: Date:
Unknown,005_2025 Specifications manual (PDF).pdf,Print Name: Signature: Date:,Signature,False,Print Name: Signature: Date: 27MA—MANUFACTURED HOMES: GENERAL SPECIFICATIONS
Unknown,008_CPF_Onboarding_Checklist.pdf,Program Partner Contract Discussion (optional),Checkbox,False,☐ Program Partner Contract Discussion (optional)
Unknown,007_2025 Quality Management Policy (PDF).pdf,Quality,Text Input,False,Quality: Doing work to agreed-upon standards and requirements.
Unknown,007_CPF-Onboarding-PPT.pdf,QuestionnaireTip,Text Input,False,QuestionnaireTip: Use the Adobe
Unknown,007_CPF-Onboarding-PPT.pdf,Quick Review,Text Input,False,Quick Review: Typical CPF Project
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Relleno suelto de fibra de vidrio 2.3 Colores,Text Input,False,Relleno suelto de fibra de vidrio 2.3 Colores: rosa/blanco/amarillo
Unknown,007_CPF-Onboarding-PPT.pdf,Reminder,Text Input,False,Reminder: Project costs cannot exceed the following
Unknown,005_2025 Specifications manual (PDF).pdf,Rule of thumb,Text Input,False,Rule of thumb: half of the opening size = NFA
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,SI NO,Text Input,False,SI NO: Añada tapajuntas en
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Table 1,Text Input,False,Table 1: No-Cost Income Guidelines – 2023 Oregon 60% State Median Income
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Table 2,Text Input,False,Table 2: No -Cost HP Incentives
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Target Audience,Text Input,False,Target Audience: Pacific Power and Portland General Electric customers who :
Unknown,015_HES_FM_WindowsAddendum.pdf,Trade Ally/Contractor Representative Signature Date,Signature,False,"be subject to disciplinary policies and procedures. To receive incentives, all work must comply with the Home Retrofit Specifications Manual and program incentive guides found on Energy Trust’s we"
Unknown,015_HES_FM_WindowsAddendum.pdf,Trade Ally/Contractor Signature,Signature,False,"Non-Standard Shape Window Information Quantity Manufacturer Series/Model Shape Measurements U-value Trade Ally/Contractor Signature By signing below, Trade Ally/Contractor certifies that this a"
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,UN 1.0d,Text Input,False,"UN 1.0d: Un voladizo (o cobertura). Solo se requiere el área ""a"" para cumplir con la Sección UN."
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,UN—AISLAMIENTO EN EL SUBSUELO,Text Input,False,UN—AISLAMIENTO EN EL SUBSUELO: INSTALACIÓN ................................................... 41
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Ventanas y Puertas,Text Input,False,Ventanas y Puertas: ¨ Moldura de ventana ¨ Burletes ¨ Burletes de puertas
Unknown,007_2025 Quality Management Policy (PDF).pdf,Ventilation,Text Input,False,Ventilation: Sizing
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Vigueta de banda,Text Input,False,Vigueta de banda: ¨ Entre pisos ¨ Penetraciones
Unknown,005_2025 Specifications manual (PDF).pdf,Where N is a correlation factor,Text Input,False,Where N is a correlation factor: N = C x H x S
Unknown,005_2025 Specifications manual (PDF).pdf,Windows and doors,Text Input,False,Windows and doors: ¨ Window trim ¨ Weatherstripping ¨ Door sweeps
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,al vapor (ejemplo,Text Input,False,al vapor (ejemplo: placa
Unknown,004_Enhanced CPF Windows Summary (PDF).pdf,c.Proof of U-value,Text Input,False,c.Proof of U-value: Attach copies of the NFRC stickers for all windows installed OR the window
Unknown,004_Enhanced CPF Windows Summary (PDF).pdf,d.Proof of size,Text Input,False,d.Proof of size: Attach an itemized invoice showing window dimensions and U-Value from
Unknown,007_CPF-Onboarding-PPT.pdf,"form with customer signatures.7. Client Follow- UpCP assesses satisfaction,",Signature,False,"CP submits project paperwork to Energy Trust for approval and reimbursement of incentives. Example: CP submits 320CPF form with customer signatures.7. Client Follow- UpCP assesses satisfaction, prom"
Unknown,008_CPF_Onboarding_Checklist.pdf,hours ☐ Step 4,Text Input,False,hours ☐ Step 4: CPF Energy Upgrades Onboarding
Unknown,008_CPF_Onboarding_Checklist.pdf,"information, customer and organization signatures",Signature,False,"Onboarding ☐ 300 CPF: Customer Authorization - Required for each CPF project, collects home energy information, customer and organization signatures ☐ HEA Training Presentation (as needed)"
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,inverso de Valor-R,Text Input,False,inverso de Valor-R: (U = 1 / R).
Unknown,008_CPF_Onboarding_Checklist.pdf,minutes ☐ Step 1,Text Input,False,minutes ☐ Step 1: Initial Outreach Meeting
Unknown,002_Residential Ductless and Ducted Heat Pump Program Incentive guide.pdf,setting recommended by unit manufacturer when available. Indoor Configuration,Text Input,False,setting recommended by unit manufacturer when available. Indoor Configuration: Eligible
Unknown,005_2025 Specifications manual (PDF).pdf,setting. (Please note,Text Input,False,setting. (Please note: the operation mode is different from the fan speed.)
Unknown,007_CPF-Onboarding-PPT.pdf,signature may be omitted if a Home Energy Assessment was completed.,Signature,False,"•The Participating Organization OR the Contractor must also sign •If a Contractor is completing this form, the Participation Organization signature may be omitted if a Home Energy Assessment was comp"
Unknown,007_2025 Quality Management Policy (PDF).pdf,• Building Durability,Text Input,False,• Building Durability: Missing or improperly installed baffles on eave vents (attic insulation).
Unknown,005_2025 Specifications manual (PDF).pdf,• Environmental Protection Agency (EPA),Text Input,False,• Environmental Protection Agency (EPA): https:/ /www.epa.gov/ guidance
Unknown,007_2025 Quality Management Policy (PDF).pdf,• Health and Safety,Text Input,False,• Health and Safety: Missing carbon monoxide monitor (when measure eligibility criteria apply).
Unknown,005_2025 Specifications manual (PDF).pdf,• Oregon Department of Environmental Quality (DEQ),Text Input,False,• Oregon Department of Environmental Quality (DEQ): https:/ /www.oregon.gov/DEQ
Unknown,007_2025 Quality Management Policy (PDF).pdf,• See also,Text Input,False,• See also: Work Quality Verification
Unknown,007_CPF-Onboarding-PPT.pdf,•300 CPF,Text Input,False,•300 CPF: Customer Authorization Form and Home
Unknown,007_CPF-Onboarding-PPT.pdf,•300CPF,Text Input,False,•300CPF: Customer Authorization & Home Energy Assessment Form
Unknown,007_CPF-Onboarding-PPT.pdf,•320 CPF,Text Input,False,•320 CPF: CPF Project Details Form
Unknown,007_CPF-Onboarding-PPT.pdf,•320CPF,Text Input,False,•320CPF: CPF Project Details Form
Unknown,007_CPF-Onboarding-PPT.pdf,•Email Subject Line,Text Input,False,•Email Subject Line: Include CP name and site address
Unknown,007_CPF-Onboarding-PPT.pdf,•Note,Text Input,False,•Note: The ‘Funding Agency Job ID’ only needs to be completed by
Unknown,007_CPF-Onboarding-PPT.pdf,•“CPF Project,Text Input,False,•“CPF Project: ‘Participating Organization Name’: 100 SW
Unknown,008_CPF_Onboarding_Checklist.pdf,☐ 320 C PF,Text Input,False,☐ 320 C PF: Project Details Form
Unknown,008_CPF_Onboarding_Checklist.pdf,☐ PI 320,Text Input,False,☐ PI 320: CPF Program Information Sheet
